SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
648/18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-09-04,2018-09-05,2018-09-06,ND,ND,ND,400,ND,ND,ND,
649/18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-09-05,2018-09-06,2018-09-07,ND,320,120,ND,ND,ND,ND,Additional flesh and water sample requested 
650/18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2018-09-05,2018-09-06,2018-09-07,ND,ND,ND,ND,ND,ND,ND,
652/18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,POLE,2018-09-05,2018-09-06,2018-09-07,ND,ND,ND,ND,ND,ND,ND,
653/18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,POLE,2018-09-05,2018-09-06,2018-09-07,ND,ND,ND,80,ND,ND,ND,
654/18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-09-05,2018-09-06,2018-09-07,ND,ND,ND,ND,ND,ND,ND,
655/18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-09-05,2018-09-06,2018-09-07,ND,ND,ND,ND,ND,ND,ND,
656/18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-09-05,2018-09-06,2018-09-07,ND,ND,ND,280,ND,ND,ND,
657/18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-09-06,2018-09-07,2018-09-10,ND,ND,ND,ND,ND,ND,ND,
658/18,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2018-09-05,2018-09-07,2018-09-10,ND,ND,ND,1800,ND,ND,ND,
659/18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-09-06,2018-09-07,2018-09-10,ND,ND,ND,680,ND,ND,ND,
660-18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-09-07,2018-09-10,2018-09-11,ND,ND,ND,80,ND,ND,ND,
661-18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-09-07,2018-09-10,2018-09-11,ND,ND,ND,80,ND,ND,ND,
662-18,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,SURFACE,2018-09-06,2018-09-10,2018-09-11,ND,ND,ND,560,ND,ND,ND,
663-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-09-10,2018-09-11,2018-09-12,ND,ND,ND,480,ND,ND,ND,
664-18,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2018-09-10,2018-09-11,2018-09-12,ND,ND,ND,80,ND,ND,ND,
665-18,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2018-09-10,2018-09-11,2018-09-12,ND,ND,ND,ND,ND,ND,ND,
666-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-09-10,2018-09-11,2018-09-12,ND,ND,ND,1300,ND,ND,ND,
667-18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2018-09-10,2018-09-11,2018-09-12,ND,ND,ND,320,ND,ND,ND,
668-18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2018-09-10,2018-09-11,2018-09-12,ND,ND,ND,1040,ND,ND,ND,
669-18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-09-09,2018-09-11,2018-09-12,ND,40,ND,3920,ND,ND,ND,
670-18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-09-10,2018-09-11,2018-09-12,ND,40,ND,1040,ND,ND,ND,
671-18,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2018-09-10,2018-09-11,2018-09-12,ND,200,ND,1520,ND,ND,ND,Additional flesh and water sample requested
672-18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-09-10,2018-09-11,2018-09-12,ND,ND,ND,ND,ND,ND,ND,
673-18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-09-10,2018-09-11,2018-09-12,ND,ND,ND,ND,ND,ND,ND,
674-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-09-11,2018-09-12,2018-09-13,ND,ND,ND,2800,ND,ND,ND,
675-18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2018-09-11,2018-09-12,2018-09-13,ND,ND,ND,2900,ND,ND,ND,
676-18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,POLE,2018-09-11,2018-09-12,2018-09-13,ND,ND,ND,ND,ND,ND,ND,
677-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-09-11,2018-09-12,2018-09-13,ND,ND,ND,160,ND,ND,ND,
678-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-09-11,2018-09-12,2018-09-13,40,ND,ND,1040,ND,ND,ND,Additional flesh and water samples requested 
679-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-09-11,2018-09-12,2018-09-13,ND,ND,ND,ND,ND,ND,ND,
680-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-09-10,2018-09-12,2018-09-13,ND,160,ND,2760,ND,ND,ND,Additional flesh and water samples requested
681-18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-09-12,2018-09-13,2018-09-14,ND,ND,ND,ND,ND,ND,ND,
682-18,Chichester Harbour,B018M,Chichester DC,SU74690448,Emsworth,POLE,2018-09-11,2018-09-13,2018-09-14,ND,ND,ND,ND,ND,ND,ND,
683-18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-09-12,2018-09-13,2018-09-14,ND,ND,ND,ND,ND,ND,ND,
684-18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-09-12,2018-09-13,2018-09-14,ND,ND,ND,600,ND,ND,ND,
685-18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-09-12,2018-09-13,2018-09-14,ND,ND,ND,ND,ND,ND,ND,
686-18,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2018-09-12,2018-09-13,2018-09-14,ND,ND,ND,ND,ND,ND,ND,
687-18,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2018-09-12,2018-09-13,2018-09-14,ND,ND,ND,ND,ND,ND,ND,
688-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-09-12,2018-09-13,2018-09-14,ND,ND,ND,160,ND,ND,ND,
689-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-09-12,2018-09-13,2018-09-14,ND,ND,ND,ND,ND,ND,ND,
690-18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,POLE,2018-09-12,2018-09-14,2018-09-17,ND,ND,ND,1200,ND,ND,ND,
691-18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-09-12,2018-09-14,2018-09-17,ND,ND,ND,3240,ND,ND,ND,
692-18,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2018-09-12,2018-09-17,2018-09-18,ND,ND,ND,ND,ND,ND,ND,
693-18,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2018-09-12,2018-09-17,2018-09-18,ND,ND,ND,200,ND,ND,ND,
694-18,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,POLE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,240,ND,ND,ND,
695-18,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,POLE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,1200,ND,ND,80,
696-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,80,ND,ND,ND,
697-18,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,POLE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,640,ND,ND,ND,
698-18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,80,ND,ND,ND,
699-18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,ND,ND,ND,ND,
700-18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,ND,ND,ND,ND,
701-18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,5400,ND,ND,ND,
702-18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-09-17,2018-09-18,2018-09-19,ND,ND,ND,160,ND,ND,ND,
703-18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,POLE,2018-09-18,2018-09-19,2018-09-20,ND,ND,ND,ND,ND,ND,ND,
704-18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-09-19,2018-09-20,2018-09-21,ND,ND,ND,ND,ND,ND,ND,
705-18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,POLE,2018-09-19,2018-09-20,2018-09-21,ND,ND,ND,80,ND,ND,ND,
706-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,POLE,2018-09-19,2018-09-20,2018-09-21,ND,ND,ND,ND,ND,ND,ND,
707-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-09-19,2018-09-20,2018-09-21,ND,ND,40,ND,ND,ND,ND,
708-18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-09-19,2018-09-20,2018-09-21,ND,ND,ND,480,ND,ND,ND,
709-18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-09-18,2018-09-20,2018-09-21,ND,ND,ND,960,ND,ND,ND,
710-18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-09-18,2018-09-20,2018-09-21,ND,ND,ND,720,ND,ND,ND,
711-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-09-19,2018-09-20,2018-09-21,ND,ND,ND,2400,ND,ND,ND,
712-18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-09-19,2018-09-20,2018-09-21,ND,ND,ND,ND,ND,ND,ND,
713-18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-09-19,2018-09-21,2018-09-24,ND,ND,ND,ND,ND,ND,ND,
714-18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2018-09-20,2018-09-21,2018-09-24,ND,ND,ND,ND,ND,ND,ND,
716-18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-09-20,2018-09-21,2018-09-24,ND,ND,ND,ND,ND,ND,ND,
717-18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-09-24,2018-09-25,2018-09-26,ND,40,ND,ND,ND,ND,ND,
718-18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-09-24,2018-09-25,2018-09-26,ND,40,ND,80,ND,ND,ND,
719-18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-09-24,2018-09-25,2018-09-26,ND,40,ND,ND,ND,ND,ND,
720-18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-09-24,2018-09-25,2018-09-26,ND,ND,ND,1000,ND,ND,40,
721-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-09-24,2018-09-26,2018-09-27,ND,ND,ND,2000,ND,ND,2200,
722-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-09-25,2018-09-26,2018-09-27,ND,ND,ND,1240,ND,ND,ND,
723-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-09-25,2018-09-26,2018-09-27,ND,ND,ND,ND,ND,ND,ND,
724-18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,POLE,2018-09-24,2018-09-26,2018-09-27,ND,ND,ND,360,ND,ND,ND,
725-18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2018-09-24,2018-09-26,2018-09-27,ND,ND,ND,240,ND,ND,ND,
726-18,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2018-09-25,2018-09-26,2018-09-27,ND,ND,ND,ND,ND,ND,ND,
727-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-09-24,2018-09-26,2018-09-27,ND,80,ND,400,ND,ND,ND,
728-18,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2018-09-26,2018-09-27,2018-09-28,ND,ND,ND,ND,ND,ND,ND,
729-18,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2018-09-26,2018-09-27,2018-09-28,ND,ND,ND,240,ND,ND,ND,
730-18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-09-26,2018-09-27,2018-09-28,ND,ND,ND,2480,ND,ND,ND,
731-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-09-26,2018-09-27,2018-09-28,ND,ND,ND,520,ND,ND,1000,
732-18,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,POLE,2018-09-26,2018-09-27,2018-09-28,ND,ND,ND,ND,ND,ND,ND,
733-18,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2018-09-26,2018-09-27,2018-09-28,ND,40,ND,1360,ND,ND,400,
734-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-09-26,2018-09-27,2018-09-28,ND,40,ND,1520,ND,ND,ND,
735-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-09-26,2018-09-27,2018-09-28,ND,ND,ND,200,ND,ND,ND,
736-18,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2018-09-26,2018-09-28,2018-10-01,ND,ND,ND,2800,ND,ND,ND,
737-18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,TUBE,2018-09-26,2018-09-28,2018-10-01,ND,ND,ND,1800,ND,ND,ND,
738-18,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2018-09-27,2018-10-01,2018-10-02,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested
740/18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-10-01,2018-10-02,2018-10-03,ND,ND,ND,80,40,ND,ND,
741/18,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,POLE,2018-10-02,2018-10-03,2018-10-04,ND,ND,ND,ND,ND,ND,ND,
742/18,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,POLE,2018-10-02,2018-10-03,2018-10-04,ND,ND,ND,ND,ND,ND,160,
743/18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2018-10-02,2018-10-03,2018-10-04,ND,ND,ND,ND,ND,ND,100,
744/18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,POLE,2018-10-02,2018-10-03,2018-10-04,ND,ND,ND,ND,ND,ND,ND,
745/18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-10-02,2018-10-03,2018-10-04,ND,ND,ND,ND,ND,ND,ND,
746/18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-10-02,2018-10-03,2018-10-04,ND,ND,ND,ND,ND,ND,ND,
747/18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-10-02,2018-10-03,2018-10-04,ND,ND,ND,200,ND,ND,ND,
748/18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-10-02,2018-10-03,2018-10-04,ND,ND,ND,200,ND,ND,ND,
749/18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-10-03,2018-10-04,2018-10-05,ND,ND,ND,160,ND,ND,ND,
750/18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-10-04,2018-10-05,2018-10-08,ND,ND,120,320,ND,ND,ND,Additional flesh and water samples requested 
751/18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2018-10-04,2018-10-05,2018-10-08,ND,ND,ND,ND,ND,ND,ND,
753/18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-10-04,2018-10-05,2018-10-08,ND,ND,ND,ND,ND,ND,ND,
754-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-10-08,2018-10-09,2018-10-10,ND,ND,ND,2200,ND,ND,ND,
755-18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-10-08,2018-10-09,2018-10-10,ND,ND,ND,160,ND,ND,ND,
756-18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-10-07,2018-10-09,2018-10-10,ND,ND,ND,160,ND,ND,ND,
757-18,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,800,ND,ND,ND,
758-18,Chichester Harbour,B018M,Chichester DC,SU74690448,Emsworth,POLE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,ND,ND,ND,ND,
759-18,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,4280,ND,ND,ND,
760-18,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2018-10-09,2018-10-10,2018-10-11,ND,80,ND,240,ND,ND,ND,
761-18,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,600,ND,ND,ND,
762-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,POLE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,160,ND,ND,ND,
763-18,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,POLE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,80,ND,ND,ND,
764-18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,ND,ND,ND,100,
765-18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,11160,ND,ND,ND,
766-18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-10-09,2018-10-10,2018-10-11,ND,ND,ND,1120,ND,ND,ND,
767-18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2018-10-10,2018-10-11,2018-10-12,ND,ND,ND,ND,ND,ND,ND,
768-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-10-10,2018-10-11,2018-10-12,ND,ND,ND,80,ND,ND,ND,
769-18,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2018-10-10,2018-10-11,2018-10-12,ND,ND,ND,ND,ND,ND,ND,
770-18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-10-10,2018-10-11,2018-10-12,ND,ND,ND,80,ND,ND,ND,
771-18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-10-10,2018-10-11,2018-10-12,ND,ND,ND,560,ND,ND,ND,
772-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-10-10,2018-10-11,2018-10-12,ND,ND,ND,ND,ND,ND,ND,
773-18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-10-10,2018-10-12,2018-10-15,ND,ND,ND,ND,ND,ND,ND,
774-18,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,POLE,2018-10-10,2018-10-12,2018-10-15,ND,ND,ND,1520,ND,ND,ND,
775-18,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,SURFACE,2018-10-10,2018-10-12,2018-10-15,ND,ND,100,800,ND,ND,ND,Additional flesh and water samples requested 
777-18,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2018-10-15,2018-10-16,2018-10-17,ND,ND,ND,ND,ND,ND,ND,
778-18,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,SURFACE,2018-10-16,2018-10-17,2018-10-18,ND,ND,ND,ND,ND,ND,ND,
779-18,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2018-10-16,2018-10-17,2018-10-18,ND,ND,ND,240,ND,ND,ND,
780-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-10-16,2018-10-17,2018-10-18,ND,ND,ND,160,ND,ND,ND,
781-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-10-16,2018-10-17,2018-10-18,ND,ND,ND,160,ND,ND,ND,
782-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-10-16,2018-10-17,2018-10-18,ND,ND,ND,1000,ND,ND,ND,
783-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-10-16,2018-10-18,2018-10-19,ND,100,100,1000,ND,ND,ND,Additional flesh and water samples requested
784-18,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2018-10-17,2018-10-18,2018-10-19,ND,ND,ND,160,ND,ND,40,
785-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-10-22,2018-10-23,2018-10-24,ND,ND,ND,ND,ND,ND,ND,
786-18,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,POLE,2018-10-22,2018-10-23,2018-10-24,ND,40,ND,80,ND,ND,ND,
787-18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2018-10-21,2018-10-23,2018-10-24,ND,ND,ND,640,ND,ND,ND,
788-18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2018-10-21,2018-10-23,2018-10-24,ND,ND,ND,200,ND,ND,ND,
789-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-10-23,2018-10-24,2018-10-25,ND,ND,ND,ND,ND,ND,800,
790-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-10-23,2018-10-24,2018-10-25,ND,ND,ND,1760,ND,ND,ND,
791-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2018-10-23,2018-10-24,2018-10-25,ND,ND,ND,ND,ND,ND,ND,
792-18,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2018-10-19,2018-10-24,2018-10-25,ND,ND,ND,ND,ND,ND,ND,
794-18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-10-24,2018-10-25,2018-10-26,ND,ND,ND,ND,ND,ND,ND,
795-18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-10-24,2018-10-25,2018-10-26,ND,ND,ND,ND,ND,ND,ND,
796-18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-10-24,2018-10-25,2018-10-26,ND,ND,ND,200,ND,ND,ND,
797-18,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2018-10-30,2018-10-31,2018-11-01,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested
798-18,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2018-10-31,2018-11-01,2018-11-02,ND,ND,ND,ND,ND,ND,ND,
799-18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2018-11-05,2018-11-06,2018-11-07,ND,ND,ND,ND,ND,ND,ND,
801-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-11-05,2018-11-06,2018-11-07,ND,ND,ND,ND,ND,ND,ND,
802-18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2018-11-04,2018-11-06,2018-11-07,ND,ND,ND,160,ND,ND,ND,
803-18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2018-11-04,2018-11-06,2018-11-07,ND,ND,ND,600,ND,ND,ND,
804-18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-11-05,2018-11-06,2018-11-07,ND,ND,ND,800,ND,ND,ND,
805-18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-11-05,2018-11-06,2018-11-07,"UNABLE TO ANALYSE, ISSUE DURING TRANSPORT",,,,,,,Additional water sample requested
806-18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-11-05,2018-11-06,2018-11-07,ND,ND,ND,ND,ND,ND,ND,
807-18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-11-05,2018-11-06,2018-11-07,ND,ND,ND,ND,ND,ND,ND,
808-18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-11-06,2018-11-07,2018-11-08,ND,ND,ND,ND,ND,ND,ND,
809-18,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2018-11-06,2018-11-07,2018-11-08,ND,ND,ND,440,ND,ND,ND,
810-18,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2018-11-06,2018-11-07,2018-11-08,ND,ND,ND,1800,ND,ND,ND,
811-18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-11-06,2018-11-07,2018-11-08,ND,ND,ND,ND,ND,ND,ND,
812-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-11-06,2018-11-07,2018-11-08,ND,ND,ND,ND,ND,ND,ND,
813-18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-11-06,2018-11-07,2018-11-08,ND,ND,ND,160,ND,ND,ND,
814-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-11-07,2018-11-08,2018-11-09,ND,ND,ND,1440,ND,ND,ND,
815-18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-11-07,2018-11-08,2018-11-09,ND,ND,ND,ND,ND,ND,ND,
