SampleId,SiteNumber,SiteLocation,SampleDate,Alexandrium_sp_PSP,Karenia_mikimotoi_PotentiallyToxicToFish,Protoperidinium_crassipes,PSP_Lingulodinium_polyedrum,Gyrodinium_aureolum_PotentiallyToxicToFish,Dinophysis_sp_P_lima_DSP,Pseudonitzschia_ASP,SampleMethod,Comments
336,44,Dee Caldy Blacks,2005-04-13,0,,,,,0,160,surface,
329,47,Camel Rock Pont.,2005-04-11,0,,,,,0,0,surface,
330,53,Langstone Harbour,2005-04-11,0,,,,,0,0,tube,
331,62,Plymouth Ajax,2005-04-11,0,,,,,0,2480,surface,
337,6,Wash Zone 2,2005-04-11,0,,,,,0,0,tube,
338,6,Wash Gat Channel,2005-04-11,0,,,,,2,0,surface,
339,6,Wash Zone 1,2005-04-11,0,,,,,0,160,surface,
340,6,Wash Zone 3 (Brest),2005-04-12,0,,,,,0,0,tube,
341,6,Wash Cork Hole,2005-04-12,0,,,,,0,0,tube,
344,9,Portland Harb Pont Z,2005-04-18,1360,,,,,0,"205,440",tube,
345,9,Portland Harb Pont Z,2005-04-20,160,,,,,0,"34,800",tube,
343,12,Fal Estuary,2005-04-18,0,,,,,0,200,tube,
342,31,Ribble,2005-04-13,0,,,,,0,0,surface,
346,7,Thames,2005-04-25,0,,,,,0,80,tube,
347,9,Portland Harb Pont Z,2005-04-25,400,,,,,0,10680,tube,
350,11,The Exe,2005-04-25,0,,,,,0,0,surface,
354,13,Burry Inlet South East,2005-04-27,0,,,,,0,0,surface,
351,19,Milford Haven L Quay,2005-04-26,0,,,,,0,0,surface,
352,19,Milford Have C Spit,2005-04-26,0,,,,,0,0,surface,
348,32,Morecambe Bay,2005-04-25,0,,,,,0,0,surface,
355,38,Fowey,2005-04-27,0,,,,,20,7840,tube,
353,47,Camel,2005-04-26,0,,,,,0,0,surface,
349,62,Plymouth Ajax,2005-04-25,0,,,,,0,0,surface,
356,9,Weymouth,2005-05-03,280,,,,,0,8040,tube,
357,12,Fal Estuary,2005-05-03,40,,,,,0,6480,tube,
368,1,Budle Bay / Holy Island,2005-05-10,0,,,,,0,8160,surface,
364,7,Thames,2005-05-09,0,,,,,*,0,tube,* Site 7 no formalin sample received.
358,9,Weymouth Pont. Z,2005-05-05,200,,,,,0,14240,tube,
360,9,Weymouth Pont. Z,2005-05-10,320,,,,,0,11600,tube,
365,12,Fal Turnaware Pontoon,2005-05-09,0,,,,,280,8360,tube,
370,13,Burry Inlet South East,2005-05-11,0,,,,,0,1520,surface,
359,18,Blyth  Northumberland,2005-05-05,0,,,,,0,12360,tube,
361,19,Milford Haven L. Quay,2005-05-10,400,,,,,0,80,surface,
362,19,Milford Haven C. Spit,2005-05-10,1200,,,,,0,320,surface,
366,32,Morecambe Bay,2005-05-09,0,,,,,0,640,surface,
367,34,North Kent Coast,2005-05-09,0,,,,,0,0,tube,
363,38,Fowey,2005-05-10,120,,,,,26,35120,surface,
371,53,Langstone Harbour,2005-05-12,0,,,,,0,320,tube,
369,62,Plymouth Ajax,2005-05-10,0,,,,,0,3320,surface,
372,8,Poole Harbour,2005-05-10,0,,,,,0,160,surface,
376,12,Fal Estuary,2005-05-16,*,,,,,0,*,tube,Site 12 Fal - * unable to analyse the lugols sample as it had leaked in transit. A further one has been requested.
377,13,Burry Inlet Machynys,2005-05-15,0,,,,,0,309600,surface,
378,19,Milford Haven C. spit,2005-05-16,0,,,,,0,0,surface,
379,19,Milford Haven L. Quay,2005-05-16,0,,,,,0,0,surface,
373,31,Ribble,2005-05-11,0,,,,,0,14680,surface,
380,38,Fowey,2005-05-16,0,,,,,0,13040,surface,
375,44,Dee Caldyblacks,2005-05-12,0,,,,,0,16680,surface,
374,47,Camel,2005-05-11,40,320,,,,2,200,surface,
381,47,Camel,2005-05-16,0,0,,,,0,0,surface,
389,8,Poole Harbour,2005-05-25,0,,,,,0,2080,tube,
384,9,Weymouth Pontoon Z,2005-05-23,720,,,,,0,4200,tube,
382,11,The Exe,2005-05-17,*,,,,,0,*,surface,* Site 11 The Exe - unable to analyse lugols sample as leaked in transit.
392,11,The Exe,2005-05-25,0,,,,,0,360,surface,
383,13,Burry Inlet Machynys,2005-05-20,0,,,,,0,0,surface,
390,13,Burry Inlet South East,2005-05-25,0,,,,,0,840,surface,
385,19,Milford Haven C. Spit,2005-05-23,0,,,,,0,0,surface,
386,19,Milford Haven L. Quay,2005-05-23,0,,,,,0,0,surface,
387,32,Morecambe Bay,2005-05-23,0,,,,,0,10680,surface,
388,34,North Kent Coast,2005-05-24,0,,,,,0,0,tube,
391,47,Camel,2005-05-25,0,,,,,0,0,surface,
393,12,Fal Estuary,2005-05-25,*,,,,,0,*,tube,
10/0506,1,Budle Bay / Holy Island,2005-06-07,0,,,,,0,0,surface,
5/0506,6,Wash zone 1,2005-06-06,0,,,,,0,0,surface,
6/0506,6,Wash zone 2,2005-06-06,0,,,,,0,0,surface,
7/0506,6,Wash Gat,2005-06-06,0,,,,,0,240,surface,
9/0506,6,Wash Stylemans,2005-06-07,0,,,,,0,80,surface,
19/0506,6,Wash zone 3,2005-06-07,0,,,,,0,600,surface,
13/0506,7,Thames Chapman sands,2005-06-07,0,,,,,0,0,tube,
11/0506,8,Poole Harbour R. Island,2005-06-07,0,,,,,0,0,surface,
14/0506,9,Portland Harbour Pont Z,2005-06-06,0,,,,,0,960,tube,
18/0506,11,The Exe Pool,2005-06-06,0,,,,,0,0,surface,
2/0506,12,Fal Estuary T. Pontoon,2005-06-06,720,,,,,0,6000,tube,
1/0506,12,Fal Estuary T. Pontoon,2005-06-01,0,,,,,0,1920,tube,
15/0506,13,Burry Inlet south,2005-06-07,0,,,,,0,61680,surface,
4/0506,19,Milford Haven C.spit,2005-06-06,120,,,,,80,1160,surface,
8/0506,19,Milford Haven Metal Box,2005-06-06,0,,,,,0,54680,surface,
3/0506,19,Milford Haven L. Quay,2005-06-06,0,,,,,0,8000,surface,
17/0506,19,Milford Haven Kilpaison,2005-06-07,0,,,,,0,36680,surface,
12/0506,32,Morecambe Bay T. Hall,2005-06-07,0,,,,,0,240,surface,
16/0506,47,Camel Rock Pontoon,2005-06-07,0,320,,,,120,4880,surface,
10/0506,1,Budle Bay / Holy Island,2005-06-07,0,,,,,0,0,surface,
5/0506,6,Wash zone 1,2005-06-06,0,,,,,0,0,surface,
6/0506,6,Wash zone 2,2005-06-06,0,,,,,0,0,surface,
7/0506,6,Wash Gat,2005-06-06,0,,,,,0,240,surface,
9/0506,6,Wash Stylemans,2005-06-07,0,,,,,0,80,surface,
19/0506,6,Wash zone 3,2005-06-07,0,,,,,0,600,surface,
13/0506,7,Thames Chapman sands,2005-06-07,0,,,,,0,0,tube,
11/0506,8,Poole Harbour R. Island,2005-06-07,0,,,,,0,0,surface,
14/0506,9,Portland Harbour Pont Z,2005-06-06,0,,,,,0,960,tube,
18/0506,11,The Exe Pool,2005-06-06,0,,,,,0,0,surface,
2/0506,12,Fal Estuary T. Pontoon,2005-06-06,720,,,,,0,6000,tube,
1/0506,12,Fal Estuary T. Pontoon,2005-06-01,0,,,,,0,1920,tube,
15/0506,13,Burry Inlet south,2005-06-07,0,,,,,0,61680,surface,
4/0506,19,Milford Haven C.spit,2005-06-06,120,,,,,80,1160,surface,
8/0506,19,Milford Haven Metal Box,2005-06-06,0,,,,,0,54680,surface,
3/0506,19,Milford Haven L. Quay,2005-06-06,0,,,,,0,8000,surface,
17/0506,19,Milford Haven Kilpaison,2005-06-07,0,,,,,0,36680,surface,
12/0506,32,Morecambe Bay T. Hall,2005-06-07,0,,,,,0,240,surface,
16/0506,47,Camel Rock Pontoon,2005-06-07,0,320,,,,120,4880,surface,
21/0506,9,Portland Harbour,2005-06-13,280,0,,,,0,1640,tube,
22/0506,12,Fal Estuary,2005-06-13,8800,100,,,,0,3000,tube,
23/0506,13,Burry Inlet,2005-06-12,0,0,,,,0,680,surface,
20/0506,19,Milford Haven (C.S),2005-06-09,0,0,,,,0,2760,surface,
25/0506,19,Milford Haven (C.S),2005-06-13,600,0,,,,0,600,surface,
24/0506,19,Milford Haven (Kilpaison),2005-06-13,0,0,,,,0,8520,surface,
26/0506,19,Milford Haven (Metal Box),2005-06-13,80,0,,,,40,33440,surface,
27/0506,19,Milford Haven (L. Quay),2005-06-13,0,0,,,,0,2000,surface,
28/0506,44,Dee,2005-06-13,0,0,,,,0,7800,surface,
29/0506,47,Camel,2005-06-13,0,560,,,,0,1480,surface,
30/0506,53,Langstone Harbour,2005-06-14,0,0,,,,0,200,tube,
35,7,Thames,2005-06-20,0,0,,,,0,160,t,
37,8,Poole Harbour,2005-06-21,0,0,,,,0,240,s,
32,9,Portland Harbour,2005-06-16,1720,0,,,,0,2000,t,
,11,The Exe,2005-06-22,0,0,,,,0,240,s,
36,12,Fal Estuary,2005-06-20,1800,0,,,,0,34360,t,
31,18,Blyth  Northumberland,2005-06-14,40,80,,,,2080,0,t,
39,18,Blyth  Northumberland,2005-06-21,0,0,,,,1160,0,t,
34,19,Milford Haven  C. Spit,2005-06-20,0,0,,,,0,0,s,
42,19,Milford Haven  Metal Box,2005-06-22,0,0,,,,0,840,s,
39,32,Morecambe Bay,2005-06-21,0,0,,,,0,400,s,
33,34,North Kent Coast,2005-06-15,0,0,,,,0,0,t,
40,47,Camel,2005-06-21,0,240,,,,0,320,s,
41,66,Start Bay,2005-06-21,0,0,,,,0,120,s,
44/0506,9,Weymouth,2005-06-22,920,0,,,,0,24200,tube,
47/0506,9,Weymouth,2005-06-27,2280,0,,,,0,9600,tube,
46/0506,12,Fal Estuary Turnaware Pontoon,2005-06-27,1080,480,,,,80,14080,tube,
48/0506,18,Blyth  Northumberland Bernicia,2005-06-29,40,0,,,,760,0,tube,
45/0506,62,Plymouth Ajax,2005-06-23,40,40,,,,0,960,surface,
58/0506,1,Budle Bay / Holy Island,2005-07-05,0,0,,,,0,0,s,
60/0506,6,Wash  Zone 1,2005-07-06,0,0,,,,0,0,s,
61/0506,6,Wash  Zone 3,2005-07-07,0,0,,,,0,0,s,
59/0506,7,Thames,2005-07-05,0,0,,,,0,0,t,
56/0506,8,Poole Harbour,2005-07-05,160,0,,,,0,280,s,
57/0506,11,The Exe,2005-07-04,0,0,,,,0,0,s,
55/0506,12,Fal Estuary,2005-07-04,16,0,,,,4,2304,t,
49/0506,13,Burry Inlet,2005-06-29,0,0,,,,0,0,s,
50/0506,19,Milford Haven  Kilpaison,2005-07-04,0,0,,,,0,0,s,
51/0506,19,Milford Haven  C. Spit,2005-07-04,0,0,,,,0,0,s,
53/0506,19,Milford Haven  L. Quay,2005-07-04,0,0,,,,0,0,s,
52/0506,32,Morecambe Bay,2005-07-04,0,0,,,,0,0,s,
62/0506,34,North Kent Coast Whitstable(W.Quay),2005-07-06,0,0,,,,0,0,t,
54/0506,38,Fowey,2005-07-04,0,40,,,,0,38920,t,
70/0506,8,Poole Harbour,2005-07-11,80,0,,,,0,0,Surface,
63/0506,9,Weymouth,2005-07-07,3120,,,,,0,5800,Tube,
66/0509,9,Weymouth,2005-07-11,10040,0,,,,0,1240,Tube,
67/0506,12,Fal Estuary,2005-07-11,120,240,,,,40,17320,Tube,
64/0506,13,Burry Inlet,2005-07-10,0,0,,,,0,240,,
65/0506,17,Avon,2005-07-11,0,0,,,,0,17040,Surface,
72/0506,18,Blyth  Northumberland,2005-07-12,200,0,,,,0,0,Tube,
68/0506,38,Fowey,2005-07-11,0,440,,,,40,62400,Surface,
69/0506,47,Camel,2005-07-11,0,2600,,,,0,18760,Surface,
71/0506,63,Salcombe,2005-07-12,5400,0,,,,0,3600,Surface,
75/0506,7,Thames,2005-07-18,40,0,,,,0,0,tube,
82/0506,8,Poole Harbour  Bournemouth Pier,2005-07-19,0,0,,,,0,160,surface,
81/0506,8,Poole Harbour  Round Island,2005-07-19,200,0,,,,0,160,surface,
74/0506,9,Weymouth,2005-07-18,107159,0,,,,0,6280,tube,
84/0506,11,The Exe,2005-07-19,0,160,,,,0,0,surface,
78/0506,18,Blyth  Northumberland,2005-07-16,40,0,,,,0,0,tube,
80/0506,19,Milford Haven  L. Quay,2005-07-19,0,0,,,,0,880,surface,
79/0506,19,Milford Haven  C. Spit,2005-07-19,80,0,,,,0,0,surface,
76/0506,19,Milford Haven  Kilpaison,2005-07-18,0,0,,,,0,640,surface,
83/0506,32,Morecambe Bay,2005-07-19,0,0,,,,0,0,surface,
73/0506,53,Langstone Harbour,2005-07-18,0,0,,,,0,80,tube,
77/0506,63,Salcombe,2005-07-18,1400,0,,,,0,0,surface,
93/0506,7,Thames,2005-07-26,0,0,,,,0,0,tube,
94/0506,8,Poole Harbour,2005-07-27,0,0,,,,0,920,surface,
95/0506,9,Weymouth  Pontoon Z,2005-07-27,1400,0,,,,0,760,tube,
91/0506,12,Fal Estuary  Turnaware Pont.,2005-07-26,400,2400,,,,40,20440,tube,
85/0506,12,Fal Estuary  Turnaware Pont.,2005-07-18,0,6360,,,,40,17520,tube,
92/0506,17,Avon,2005-07-26,0,40,,,,0,7560,surface,
89/0506,19,Milford Haven  C. Spit,2005-07-25,0,0,,,,0,0,surface,
96/0506,31,Ribble,2005-07-27,0,0,,,,0,3200,surface,
87/0506,38,Fowey,2005-07-25,80,8320,,,,0,20440,surface,
88/0506,44,Dee  Caldy Blacks,2005-07-25,0,0,,,,0,0,surface,
90/0506,62,Plymouth  Ajax,2005-07-25,0,360,,,,40,600,surface,
89/0506,63,Salcombe  Geese Quarries,2005-07-25,0,0,,,,0,2200,surface,
